,beta,alpha,lp__
264,0.00018345528646559448,0.002444429888356485,-1200.1789354583834
265,0.00015039175202313814,0.0024059522926346533,-1200.2725164019416
266,0.00017787336306611116,0.0023528178398356542,-1200.4357074649936
267,0.00019669857475569872,0.002466589713661043,-1200.3934727232372
268,0.0001621170353361241,0.002506628063615153,-1200.3891411187203
269,0.00016793072567642618,0.002383081246889916,-1200.2302032288778
270,0.0002057997047305088,0.0023456083322649993,-1200.8048815506681
271,9.54180727026259e-05,0.002465677560285584,-1202.5613129736537
272,0.00017364955202145755,0.00249577699040214,-1200.3168867413867
273,0.00017855541520922692,0.0022822148920874025,-1201.2621782562303
274,0.00015959954675977915,0.0026292501693299343,-1201.9342142893286
275,0.00012095657280381913,0.002529174729326762,-1201.4030025496306
276,0.00020708721089919929,0.002588659743152057,-1201.7369403637952
277,0.00014933668003272663,0.002411659883010247,-1200.2727225923684
278,0.0001394448137151016,0.002210892717670658,-1203.0861964492512
279,0.00018027536119738716,0.002488924042245444,-1200.3118530477436
280,0.0001611307739564159,0.002302042596754142,-1201.0067474038042
281,0.0003245182904194937,0.002511486377357575,-1205.442277722375
282,0.00011595912097807233,0.002444239708055364,-1201.239170347693
283,0.00019384830767909348,0.002548918704634602,-1200.972733964565
284,9.355934834429958e-05,0.002401412820060574,-1202.7769814389137
285,0.00018830633912173035,0.0024393388844858874,-1200.2191600707838
286,0.00013368968102915962,0.0023852777431731123,-1200.7060647466035
287,0.00018779104408742585,0.002308053077949017,-1200.9550991598162
288,0.0001737980351815302,0.002439225910604399,-1200.1191248898972
289,0.0001753308162224725,0.00237984347104834,-1200.2511212577372
290,0.00017041145129498487,0.002404288548494379,-1200.1475616782795
291,0.0002261625593446756,0.0024466153296569828,-1200.9668672467672
292,0.0001511850545747382,0.0023897559996560033,-1200.3210976397534
293,0.00013231701563169956,0.0024975615379771257,-1200.7868076621473
294,0.00017335250358010385,0.002268428471427011,-1201.4789431699119
295,0.00010154210711334108,0.0026000426628382182,-1203.252763915226
296,0.00024444538151368206,0.0025431232771976533,-1202.194239925037
297,0.00015722359562204692,0.002347895314309617,-1200.528366998893
298,0.0002360275030501103,0.002361783713814552,-1201.4091477612744
299,0.00015353579830084104,0.0026030720375508918,-1201.5348204091806
300,0.0001635056688751767,0.002312294815156062,-1200.8577976218348
301,0.00013537210469058298,0.0024567758925828588,-1200.5457533601113
302,0.00010890887655965142,0.0024185980154015313,-1201.6355226770258
303,0.00018951751299460645,0.0025277999970407753,-1200.6950010342694
304,0.00020335133724820893,0.002606907276457382,-1201.9462109444194
305,0.00015196496821373072,0.0024851132772187277,-1200.3366013074394
306,0.00020620081048474404,0.002283820604718386,-1201.525819011268
307,0.00015251780654983068,0.0024047131241196717,-1200.248657305262
308,0.0001650062507840655,0.0025061756385781255,-1200.3780038809505
309,0.00019356454994030683,0.0025356103940985582,-1200.8261143612938
310,0.00014261659100758134,0.002606356233191891,-1201.7265488925023
311,0.00022828471713204484,0.002414430513008487,-1201.003792492956
312,0.00013079165725575893,0.0023864173906821082,-1200.7877875350528
313,0.00017572856364840133,0.002687801490580563,-1203.155762607275
314,0.00019103615302810918,0.0024482475499813007,-1200.2635916099714
315,0.00019176312067481534,0.002509170409619827,-1200.5657903132987
316,0.00022957444146090073,0.0023080102750764092,-1201.713116770702
317,0.00015164355708466185,0.0023598154785877,-1200.4950314368255
318,0.0001775016843025378,0.0022965997954068743,-1201.0470853534746
319,0.00022345046797020104,0.0022443410545960295,-1202.5463830455578
320,0.00021957091719869678,0.0023754135609434825,-1200.8945312774554
321,0.00016654214712118342,0.002529828104179023,-1200.5686204732992
322,0.0001634260332508996,0.002273580296662277,-1201.4224656244123
323,0.00018487107763195273,0.002466585372038302,-1200.2470028800863
324,0.00016534548702709613,0.002520922704968338,-1200.4912607340634
325,0.0003018410919085015,0.0024919587178742755,-1204.122105467701
326,0.00014776307730233313,0.0025946859017773106,-1201.4706000131143
327,0.00022742503424789576,0.002552296532800022,-1201.7610128081344
328,0.00013171540034402716,0.00247727931968735,-1200.7065118581768
329,0.00014039506801957747,0.002453058573930349,-1200.419896997983
330,0.00021498934726883086,0.0023974474690757353,-1200.7037842339225
331,0.00016020361560306514,0.002409895029818697,-1200.1642991052433
332,0.00029439473438496036,0.0021446052499943685,-1207.379804395696
333,0.00014429307128444987,0.0025357439231529387,-1200.8084444566614
334,0.00016697850158401114,0.002387070384645037,-1200.2132225647683
335,0.00018274415195674144,0.0026382505938000386,-1202.182767560914
336,0.00013951998660492813,0.002519164555409372,-1200.7555890430183
337,0.00011987673217706734,0.0024110356888486424,-1201.0990903854631
338,0.00018278835793022113,0.002505870714402111,-1200.4410531731237
339,0.0001765840270192023,0.0024663847304979836,-1200.1873203993152
340,0.00018612805162975462,0.002543892711932585,-1200.8166279859213
341,0.0001834959457090472,0.0024745945529118926,-1200.2661916205684
342,0.00022236790625916006,0.0024306226589295237,-1200.8443360740296
343,0.00020215231151924214,0.0024094843853331833,-1200.4237561449252
344,0.00019284602643141453,0.0022112037560395215,-1202.736395389238
345,0.0001081512557936165,0.002454152985507157,-1201.6633615193596
346,0.0002035751492190814,0.002334569473346325,-1200.8644100239683
347,9.279052496477317e-05,0.002332426204153533,-1203.3798344021397
348,0.00016102397030486696,0.0023157473345284253,-1200.831372065763
349,0.00017738958715238996,0.0024287786645843645,-1200.1295118692528
350,0.00012857662440463646,0.00221494087485095,-1203.3293399377544
351,0.00012538678456302754,0.002429779904120899,-1200.8436296389616
352,0.00019287082718721346,0.0023869126637623035,-1200.3539367614305
353,0.00019919357734538077,0.0023805071739373507,-1200.4697508531926
354,0.00015265350974155386,0.002390030978429419,-1200.3011053057478
355,0.00013384769113710277,0.0025539553792835812,-1201.2179748788185
356,0.00018175675301687245,0.0025861477361629344,-1201.3045809953035
357,0.00022970239840677974,0.002400859700638318,-1201.064428162401
358,0.00017625340032669066,0.002255511850395412,-1201.7116736954654
359,0.00018297142768253452,0.002500333650505753,-1200.403971527464
360,0.00017115667178173956,0.0025147073367629384,-1200.443168077542
361,0.0001181102514655264,0.002204391777673817,-1204.0402616016092
362,0.00014886761630081166,0.002335385785368255,-1200.7526217652492
363,0.00014529720184507463,0.002363441413034323,-1200.5693661253158
364,0.00023774654507640854,0.002393644586041306,-1201.317386363072
365,0.00014596438711023344,0.0023289391694290896,-1200.8707694616635
366,0.0002562534779516697,0.0024727753736432023,-1202.0356324533936
367,0.00014336035932088987,0.002399637009670425,-1200.4098180858998
368,0.0001921760679673316,0.002370273696952023,-1200.4290226227474
369,0.00022755606908496376,0.002442785236648339,-1200.997236374753
370,0.0001311424307627725,0.0024833869136429956,-1200.7487678190887
371,0.0001604967084798019,0.0021823882466968933,-1203.4536252024416
372,0.00020214270113655806,0.002432948838576103,-1200.4096648283005
373,0.00021304057749796731,0.002281224858174095,-1201.6907792098832
374,0.0001692049241658682,0.002431401469177768,-1200.1100969970826
375,0.00017585975470628453,0.002349724465026238,-1200.4540243519577
376,0.00015093877803299644,0.002474555673569414,-1200.3025216872345
377,0.0002188632816636929,0.0022917156506034888,-1201.6615394527234
378,0.0001417035432251327,0.0024338015050892276,-1200.3784463025238
379,0.0002255444100490987,0.0024797471973261355,-1201.075611587535
380,0.00023292378264693007,0.002525491421350061,-1201.633688518239
381,0.00013860126681701246,0.002513901197782971,-1200.735390370706
382,0.00014936093452362943,0.002426676648371635,-1200.2491892030582
383,0.00018137576691700527,0.002331355527175809,-1200.6456073253275
384,0.00015431757853033194,0.0021859439709940344,-1203.4308058609015
385,0.000197053141509985,0.0024150668263459942,-1200.3343162973529
386,0.0001998447635244154,0.002512713104410359,-1200.7183292514624
387,0.0001503120870867166,0.0025148727927784115,-1200.5425720566084
388,0.00017186642695356203,0.0024688308614750805,-1200.1798152647357
389,0.0001662311010826902,0.002355257069979099,-1200.411209169407
390,0.00021643186755435163,0.0022056678957460755,-1203.2219158677067
391,0.0001622993796693605,0.0023654686246744284,-1200.353718423323
392,0.00011907375149404721,0.002409513366849662,-1201.1388773252784
393,0.0001690026067676346,0.002539363435374908,-1200.6617721997939
394,0.0001863565286779125,0.0023954482641663924,-1200.2515333826532
395,0.00023540475591604613,0.0023269758181838443,-1201.6682670196037
396,0.000105934865237531,0.0024335494570200886,-1201.7924225378983
397,0.00021000422713410733,0.0023808183647314987,-1200.6593158507942
398,0.00011522099439119368,0.0026024821335100517,-1202.5166068362043
399,0.00016104328885897587,0.0022508720546264896,-1201.8492276179963
400,0.00022804723496019385,0.0023762001546872268,-1201.105522109385
401,0.00010886545288482339,0.002655243679000119,-1203.7449536564611
402,0.0002229246734001864,0.0024558864217980327,-1200.9050889283053
403,0.00015611188693784623,0.002569356182316045,-1201.0396798680351
404,0.0001595833247106819,0.0024540967200174318,-1200.162613876166
405,0.00016539290831296433,0.002459193244916689,-1200.1501874940436
406,0.00017030127338969568,0.0024078373857267304,-1200.1385001892231
407,0.0002238738732354508,0.0022523634969097727,-1202.406707538806
408,0.00011381334009144805,0.0024126072017607615,-1201.3820787753493
409,0.0001527002924302782,0.0024477626866484105,-1200.2120810364595
410,0.0001419133577501764,0.002413018306577705,-1200.3997837667878
411,0.0002235828952786566,0.002243368471531075,-1202.5681167936623
412,0.00010738481909668147,0.0025307632246390306,-1202.08514328788
413,0.00014686487272446786,0.0023771330265677936,-1200.4517112348667
414,0.00016970188612921416,0.002319747662911765,-1200.7465980878678
415,0.00013686465674857097,0.0024298159907156502,-1200.4904090651191
416,0.00017263876955690892,0.002452436298080512,-1200.134967353801
417,0.00014727803228364807,0.0023379779555213315,-1200.753005562774
418,0.0002020316904826446,0.002424017345139613,-1200.4066503283766
419,0.0001573382364573825,0.002207845624149379,-1202.8271875566952
420,0.00017294141155676154,0.00256695417421179,-1200.9860951607136
421,0.0001624860245444092,0.002371940647182124,-1200.3107872701337
422,0.000139627762726438,0.0023900515905368094,-1200.5288446720156
423,0.00017033359477273976,0.0026222357616935074,-1201.8074236511939
424,0.0001487156512951629,0.0028315005787445738,-1207.242236590067
425,0.00024303694675813678,0.002451765815908958,-1201.488007763536
426,0.00017068336068609222,0.0025110162744906577,-1200.4136636601374
427,0.00017732740842120082,0.0026077551917203534,-1201.5997242377794
428,0.00015719111038021202,0.002507671122105891,-1200.4231969708496
429,0.0002325665988430018,0.0024350286600196475,-1201.1279963424008
430,0.00018187490245575463,0.002445107308775141,-1200.1674390409532
431,0.00024588013894269467,0.0023811884592049234,-1201.6180445659438
432,0.00017088722346341215,0.0025407324982947106,-1200.6791338898709
433,0.0001899031446732654,0.0023742990785811653,-1200.3806149625311
434,0.00012078685376168146,0.0025253452477603487,-1201.377879959155
435,0.00013968253375273482,0.002445262427794176,-1200.4255439066521
436,0.00018848711959654825,0.002468040243562453,-1200.2897006007433
437,0.00015227875533317382,0.0025130184275446014,-1200.5059661689165
438,0.00018334870866151758,0.0024607952763400437,-1200.2143401530805
439,0.0001812708077434799,0.002456138156199254,-1200.1850554643133
440,0.0002636221264828616,0.002342771596226752,-1202.46979397633
441,0.0001407996580516809,0.0025009543962133895,-1200.6005442942426
442,0.00016409753304964705,0.002553054337873519,-1200.809629367948
443,0.00010894976466025099,0.0023181466151258536,-1202.374925689748
444,0.00015440646379975205,0.002442743425538414,-1200.1883419022467
