,beta,alpha,lp__
243,0.00045807733670330937,0.004293236529647675,-1949.78151379169
244,0.00042562734937923467,0.004226244235651699,-1949.459922813963
245,0.0004307701500923819,0.0042637416798337715,-1949.4739229984584
246,0.0004315322626953779,0.004276678954583276,-1949.5171964653698
247,0.0004098493009611672,0.004500515531720845,-1953.0277663570675
248,0.0005502452850551695,0.004285846371923324,-1951.6833293022376
249,0.0006179102505191963,0.004209843610917772,-1953.7978686759961
250,0.0003946115927063159,0.004096683014069233,-1950.9780861216614
251,0.0004633650390172439,0.004155020841002061,-1950.0190150938852
252,0.00042378804238483715,0.004151103686906249,-1949.945535580387
253,0.00046961071946539603,0.00436990501353445,-1950.7642410527942
254,0.00044326146376688126,0.0042993420004336265,-1949.6946631969893
255,0.00040938300260085766,0.004339906369104238,-1949.9644486679658
256,0.000459726668099524,0.004232144768260249,-1949.611516236874
257,0.0005580339030524396,0.00410002762682905,-1952.4099301220401
258,0.0004759325351591149,0.00410155077661294,-1950.7985550222913
259,0.00041592444264292196,0.004318366653127848,-1949.754193234283
260,0.00043397343259384257,0.004194937521702497,-1949.580576869462
261,0.00046405364083495246,0.0042270955449565965,-1949.657400751644
262,0.00041019119011781533,0.004221924362291543,-1949.51103264451
263,0.00036742043009550546,0.00423876171465488,-1949.9798708028952
264,0.00044604262120590324,0.004246730007038804,-1949.5092890755266
265,0.0004272882134633589,0.004255932801263188,-1949.4529045735371
266,0.0004626277696335302,0.0041853614732546346,-1949.7827636801967
267,0.0004428343110215305,0.004124073597485057,-1950.2695328240106
268,0.00038748163632575886,0.00424869854947148,-1949.6564103479009
269,0.0003377866887931345,0.004235777053125796,-1950.7346873461763
270,0.0005312753764266873,0.004395176498271989,-1952.6043508497407
271,0.0005057917598253426,0.0042433434196245436,-1950.3192628330157
272,0.00038724690528744684,0.004220328238591729,-1949.71810505845
273,0.000489821440027716,0.0043538511471645615,-1950.8850303037232
274,0.0003724794069645943,0.004309748920099075,-1950.0342742035816
275,0.0004839760369046588,0.004284605491471082,-1950.080143578728
276,0.0003991911759244204,0.004125321782926018,-1950.4475322469311
277,0.00039098935551930167,0.004287394062171096,-1949.689875201826
278,0.0003779527267850241,0.004165550950397701,-1950.2456667001147
279,0.0004874333761746848,0.004234654585675829,-1949.9681920169555
280,0.0003800378341983375,0.004299239529606872,-1949.8677630125587
281,0.00037688036018635856,0.004341024172065571,-1950.2186959398016
282,0.0002866154128683894,0.0042577254659112405,-1952.8877406329684
283,0.0004204786373039277,0.0042610711504953045,-1949.460852450078
284,0.000483303454899527,0.004324439364756036,-1950.402445537941
285,0.0004042710163659382,0.0041949485362073324,-1949.6718673849975
286,0.0003866192045368575,0.004260860325786938,-1949.6696896899796
287,0.0004986716801953441,0.004196996241335222,-1950.2152476078054
288,0.0004606298313271222,0.004075274306313516,-1951.135344763788
289,0.0005716938802543676,0.004179478558384084,-1952.1372681489838
290,0.00033861554246872175,0.00460286689545821,-1956.9182593906248
291,0.0003773568847943831,0.004156068839814001,-1950.3608881557666
292,0.000425572845031839,0.004267214835109032,-1949.4748887166884
293,0.00047192833829099617,0.004177570665095317,-1949.9232404715556
294,0.0005247489458093615,0.004216772445761724,-1950.7247627161405
295,0.00041434567333312503,0.004247781083908439,-1949.459098473047
296,0.0006108086263128456,0.004327681858899107,-1954.3771132491838
297,0.00037557807146385464,0.0045687883614935,-1955.2070282037375
298,0.0004154239751970247,0.00428276260075771,-1949.5335699831155
299,0.0004464395152896588,0.004151533051331782,-1949.9516980739568
300,0.0004966194287382876,0.0041845150515013975,-1950.2323746156596
301,0.0004298550432695183,0.00401941506449755,-1952.4115966723855
302,0.00041204335064050373,0.004193036310636608,-1949.6335668748936
303,0.00035493229645813394,0.004261070110281608,-1950.2241592622102
304,0.0004344535021552224,0.004241140297674236,-1949.45575940465
305,0.0004796653129508074,0.00429898842049903,-1950.1090933398139
306,0.0004584527805219152,0.004174872329386172,-1949.8163382399882
307,0.0004052976634972015,0.004290066363736165,-1949.5995717130045
308,0.00034064419511300635,0.004529841667194963,-1954.5055986007753
309,0.0004099653756148889,0.004198059572495543,-1949.6150215859948
310,0.00041098202810036134,0.0040905017223204,-1950.912171340227
311,0.000315178815299285,0.0042094580456090965,-1951.7053294045502
312,0.0004688594963271004,0.0041237306537568194,-1950.4158058846117
313,0.0004594757703555747,0.004408058370558251,-1951.2713122568882
314,0.0003892204820634806,0.004284220643602528,-1949.6950636345052
315,0.0003676726146606735,0.004137217565249207,-1950.7978300142076
316,0.000416072652846216,0.0042194086832771415,-1949.4939708287952
317,0.00039832919402928884,0.004315159166832329,-1949.7909336208604
318,0.00042352067844007786,0.004449226032064072,-1951.790847038786
319,0.0003748029739223797,0.004294325094647614,-1949.9177035522125
320,0.0004904870469960384,0.004258334938612771,-1950.066583164648
321,0.0004588502789879076,0.00428094460996229,-1949.7182174767777
322,0.00034488345688040274,0.004434096403806365,-1952.1230854354285
323,0.0004397812003799702,0.004280251541032868,-1949.5655597745852
324,0.00028653717239146277,0.004199869638969495,-1953.2201506755393
325,0.00040467057113630463,0.00433477172401457,-1949.92676828328
326,0.0004817611419391542,0.0041477336905534025,-1950.2819285344694
327,0.0003156434823256603,0.004329421285085096,-1951.6727692013344
328,0.0003191620523408801,0.00411514515765499,-1952.7279268150855
329,0.0004926729740171274,0.004371544310962133,-1951.207531859352
330,0.0005163669434525749,0.004127535487726102,-1951.0642082145469
331,0.00035435088486533933,0.004116637658926593,-1951.4522921236126
332,0.000342551873386651,0.004219002275517632,-1950.659882180053
333,0.00048737214609420994,0.00423004473958384,-1949.965757527292
334,0.0004914545861447793,0.0041856820520643975,-1950.1409941111733
335,0.00040683977971964577,0.004244889173226961,-1949.4914063371266
336,0.00033940506937913664,0.004143916185540922,-1951.4833760965016
337,0.000381730834106188,0.004339149594224571,-1950.141500987664
338,0.0004170425391187357,0.004354007676513078,-1950.1175302405609
339,0.00045209972476347105,0.004340522798211936,-1950.1475402257895
340,0.0004750094037239839,0.004359085054171185,-1950.6907958253676
341,0.0004669501734267508,0.004226072000049186,-1949.6892978364554
342,0.0004103358011075904,0.004327953010236717,-1949.8454694849456
343,0.00048525685965300096,0.004104258460764244,-1950.8619196816937
344,0.000390813921275586,0.004351282367927819,-1950.1803989955679
345,0.00034019557068465535,0.004254175778394424,-1950.6201184028587
346,0.00046136080062564045,0.0043264070311645935,-1950.0965363730143
347,0.0003970944194693396,0.004288650668944621,-1949.6432754737489
348,0.00045986939826283635,0.004240105346019135,-1949.613212401222
349,0.0004136432168498854,0.004187198985160783,-1949.6637397350564
350,0.00046078895270220094,0.004046156181137593,-1951.7467614711231
351,0.0005348662610339389,0.004259122271765801,-1951.0694622772646
352,0.0003964360645057347,0.0041703892775416885,-1949.9360228653002
353,0.0005097892263392386,0.0041513858527709325,-1950.6976039805515
354,0.0004065736300484006,0.004230553583258754,-1949.509754922093
355,0.00044535992826514454,0.004286548596712643,-1949.6308688274562
356,0.0004105521975760312,0.0042967845941223465,-1949.6143120016009
357,0.0004349403489227698,0.00411903705195354,-1950.3344305474916
358,0.00045116767132098213,0.004294215488790814,-1949.7215827546122
359,0.00036548440344507906,0.004385430074391544,-1950.9160094149295
360,0.0004046885879368127,0.004331212226582788,-1949.8927383062749
361,0.00039312917184265933,0.004205099249018855,-1949.7173906488056
362,0.0004533724165926092,0.004103169613731044,-1950.6111915625931
363,0.0004340038131537332,0.004112857806121751,-1950.4269394061814
364,0.0005038063705813535,0.004264894221825233,-1950.347797729853
365,0.000497142338517217,0.004176049317376144,-1950.2879179432691
366,0.00042944538183707154,0.004269577549829883,-1949.4872376195578
367,0.0004808820863123529,0.004276455873073982,-1949.9837251338183
368,0.000424833906775758,0.004202894990020012,-1949.5389678493455
369,0.0002861173360128816,0.004274826570443196,-1952.8933969355287
370,0.0004958763214846604,0.004180988557735746,-1950.2381776121524
371,0.0005334950784540357,0.004230700561100508,-1950.9502456383689
372,0.0004693126705513083,0.0041712169064684855,-1949.9391342649096
373,0.0004876089464439167,0.004268461524126278,-1950.0560641880247
374,0.00040498946962343017,0.004307578598349294,-1949.70157986835
375,0.0005081635108515496,0.004119682332792567,-1951.0007124216231
376,0.00045872652877656904,0.004130317761546796,-1950.2546037808124
377,0.0005002545523195566,0.004107549708625728,-1951.02710123108
378,0.00042980126784579323,0.004190227727324837,-1949.6048480430945
379,0.00038059046172176454,0.004247590544199188,-1949.7466917376673
380,0.00043438549497803113,0.004193335572538042,-1949.5899799464114
381,0.0003839006312808207,0.00420871718598813,-1949.8145931284232
382,0.0003766748758294402,0.004169998732109531,-1950.2227937322332
383,0.0004878884216139959,0.004132805431452947,-1950.5208308255374
384,0.00038923446284970677,0.004254738820419795,-1949.6360583065982
385,0.0005200941713148888,0.004087207037630616,-1951.6906424673707
386,0.0004370341689106424,0.004344782881826359,-1950.0746780297568
387,0.00048721959221898365,0.004189053905698791,-1950.0588635721979
388,0.0003507215887232612,0.004265225889884113,-1950.32761151433
389,0.0003301225185182213,0.004269276537494003,-1950.9344108377657
390,0.00040186112173370335,0.00433753024029947,-1949.9657871912784
391,0.0004117969822149006,0.004267402304368977,-1949.4923876188989
392,0.0005346982839289181,0.004409433985065903,-1952.9954613739258
393,0.00045817044080173863,0.0043777384285896,-1950.72584562368
394,0.00047977245044088956,0.004104573333255242,-1950.7929072853638
395,0.000446361737637122,0.004276160112563848,-1949.5875516524516
396,0.0004194222074995548,0.0043073377509883866,-1949.6687146292331
397,0.000482436617422793,0.00437841962951362,-1951.1167819605178
398,0.0003671071475586878,0.004289799785925171,-1950.0263413592697
399,0.0005621386536550068,0.003940689383483616,-1956.25556096643
400,0.00045159399209347066,0.0042346640510393515,-1949.5429411533846
401,0.0004298222916059872,0.004345085668781895,-1950.0414448641002
402,0.0003982224929261292,0.004195515457251553,-1949.7206243699275
403,0.00042970187028185754,0.004250415221510334,-1949.4495321144748
404,0.00046779787952684973,0.004286337918206131,-1949.8517736254355
405,0.00044792787332017674,0.004365353005998698,-1950.4263963042806
406,0.00039870295934459125,0.0042461619980884244,-1949.546115057267
407,0.000407689496270743,0.004336114684484494,-1949.9300189464514
408,0.0003357550184352836,0.004088343390932381,-1952.5924277478541
409,0.0004494924751870609,0.004166489368987157,-1949.8256121402358
410,0.0005349670767260155,0.004166248109073089,-1951.1458631292596
411,0.000421496533361493,0.0041547981348544274,-1949.9130745953496
412,0.0004564821587212233,0.00421703326905968,-1949.603317538201
413,0.00044163439559019715,0.004326597502282047,-1949.9095765857082
414,0.0003300127253022142,0.004235763631546959,-1950.9920438790666
415,0.0003156434823256603,0.004329421285085096,-1951.6727692013344
416,0.0004588394167186189,0.004147057647216737,-1950.063612323217
417,0.0004708784375805315,0.0043125822242355265,-1950.0892381615968
418,0.0005178579324582232,0.004032041040873856,-1952.7266019934923
419,0.0004979554933091658,0.004316952172961038,-1950.6054757254694
420,0.0005061562214783969,0.004342300142083708,-1951.0797604136262
421,0.0003987595288754667,0.004250309516089422,-1949.5449274922967
422,0.0004414461889833579,0.00428466970769826,-1949.5960770467761
423,0.00042737665746286647,0.004266633477969563,-1949.4752702927087
424,0.0004862044198310005,0.004257648494632571,-1949.9912262533448
425,0.00045080896453358855,0.004155487406050899,-1949.9312666116589
426,0.0004066533420103609,0.004272388595109907,-1949.5262131983707
427,0.0004232851079308076,0.004332529678365768,-1949.8871373830962
428,0.00038934131888781283,0.0044546453657891335,-1951.9231689193916
429,0.0004912272508211031,0.0044240148372331825,-1952.1598744431724
430,0.00035881395558318467,0.004073745319768594,-1952.1724290715565
431,0.0004357553172410741,0.004287172846608668,-1949.580301468561
432,0.00041406149402247063,0.004303064427077368,-1949.6442141125035
433,0.0003891280120755584,0.004145362765796038,-1950.3017765975658
434,0.0003982513710544468,0.004280214422357208,-1949.6016177324727
435,0.0005037481549907696,0.004407506991503399,-1952.1045362351747
436,0.00042921888664897997,0.004219944922813547,-1949.4752012429783
437,0.00044085070402562004,0.0041965920026175605,-1949.5880433713398
438,0.0004034812983873109,0.004177132032295948,-1949.808173736206
439,0.00038374612678387286,0.004167934274194309,-1950.126220361442
440,0.00038836733823121265,0.004082649811326794,-1951.3422696840648
441,0.0005289576124084206,0.004178597169124505,-1950.929922012739
442,0.00035707393244781765,0.004288044846511924,-1950.2203271619808
443,0.0004326901847509634,0.004360300946912228,-1950.2433653538094
444,0.000485522126368361,0.00419045503410356,-1950.027075841993
445,0.00046949219861957615,0.004180036552915414,-1949.8813355808709
446,0.0004564196599187457,0.0042295817742643415,-1949.5836906237635
447,0.00042926904901426685,0.004133162938051974,-1950.1469238227717
448,0.0004948536836730558,0.004269058372740891,-1950.189285921466
449,0.00045187459674489927,0.004357062165261038,-1950.3516902064837
450,0.00048317268452483994,0.004179190494789206,-1950.0531632946695
451,0.00042121143278562093,0.004112935233829013,-1950.460954569769
