well,bf,gfp,time,experiment,defect,nuclease
88,1,0,120,CGG_Cpf1,CGG,Cpf1
88,1,0,140,CGG_Cpf1,CGG,Cpf1
88,1,0,160,CGG_Cpf1,CGG,Cpf1
88,1,0,180,CGG_Cpf1,CGG,Cpf1
88,1,0,200,CGG_Cpf1,CGG,Cpf1
88,1,0,220,CGG_Cpf1,CGG,Cpf1
88,1,0,240,CGG_Cpf1,CGG,Cpf1
88,1,0,260,CGG_Cpf1,CGG,Cpf1
88,1,0,280,CGG_Cpf1,CGG,Cpf1
88,1,0,300,CGG_Cpf1,CGG,Cpf1
88,1,0,320,CGG_Cpf1,CGG,Cpf1
88,1,0,340,CGG_Cpf1,CGG,Cpf1
88,1,0,360,CGG_Cpf1,CGG,Cpf1
88,1,0,380,CGG_Cpf1,CGG,Cpf1
88,1,0,400,CGG_Cpf1,CGG,Cpf1
88,1,0,420,CGG_Cpf1,CGG,Cpf1
88,1,0,440,CGG_Cpf1,CGG,Cpf1
88,1,0,460,CGG_Cpf1,CGG,Cpf1
88,1,0,480,CGG_Cpf1,CGG,Cpf1
88,1,0,500,CGG_Cpf1,CGG,Cpf1
88,1,0,520,CGG_Cpf1,CGG,Cpf1
88,1,0,540,CGG_Cpf1,CGG,Cpf1
88,1,0,560,CGG_Cpf1,CGG,Cpf1
88,1,0,580,CGG_Cpf1,CGG,Cpf1
88,1,0,600,CGG_Cpf1,CGG,Cpf1
88,1,0,620,CGG_Cpf1,CGG,Cpf1
88,2,0,640,CGG_Cpf1,CGG,Cpf1
88,2,0,660,CGG_Cpf1,CGG,Cpf1
88,3,0,680,CGG_Cpf1,CGG,Cpf1
88,3,0,700,CGG_Cpf1,CGG,Cpf1
88,3,0,720,CGG_Cpf1,CGG,Cpf1
88,3,0,740,CGG_Cpf1,CGG,Cpf1
88,3,0,760,CGG_Cpf1,CGG,Cpf1
88,3,0,780,CGG_Cpf1,CGG,Cpf1
88,3,0,800,CGG_Cpf1,CGG,Cpf1
88,3,0,820,CGG_Cpf1,CGG,Cpf1
88,4,0,840,CGG_Cpf1,CGG,Cpf1
88,5,0,860,CGG_Cpf1,CGG,Cpf1
88,5,0,880,CGG_Cpf1,CGG,Cpf1
88,5,0,900,CGG_Cpf1,CGG,Cpf1
88,5,0,920,CGG_Cpf1,CGG,Cpf1
88,7,0,940,CGG_Cpf1,CGG,Cpf1
88,7,0,960,CGG_Cpf1,CGG,Cpf1
88,8,0,980,CGG_Cpf1,CGG,Cpf1
88,8,0,1000,CGG_Cpf1,CGG,Cpf1
88,10,0,1020,CGG_Cpf1,CGG,Cpf1
88,11,0,1040,CGG_Cpf1,CGG,Cpf1
88,11,0,1060,CGG_Cpf1,CGG,Cpf1
88,16,0,1080,CGG_Cpf1,CGG,Cpf1
88,16,0,1100,CGG_Cpf1,CGG,Cpf1
88,16,0,1120,CGG_Cpf1,CGG,Cpf1
88,21,0,1140,CGG_Cpf1,CGG,Cpf1
88,25,0,1160,CGG_Cpf1,CGG,Cpf1
88,26,0,1180,CGG_Cpf1,CGG,Cpf1
88,26,0,1200,CGG_Cpf1,CGG,Cpf1
88,28,0,1220,CGG_Cpf1,CGG,Cpf1
88,33,0,1240,CGG_Cpf1,CGG,Cpf1
88,33,0,1260,CGG_Cpf1,CGG,Cpf1
88,41,0,1280,CGG_Cpf1,CGG,Cpf1
88,45,0,1300,CGG_Cpf1,CGG,Cpf1
88,46,0,1320,CGG_Cpf1,CGG,Cpf1
88,47,0,1340,CGG_Cpf1,CGG,Cpf1
88,48,0,1360,CGG_Cpf1,CGG,Cpf1
88,48,0,1380,CGG_Cpf1,CGG,Cpf1
88,50,0,1400,CGG_Cpf1,CGG,Cpf1
88,54,0,1420,CGG_Cpf1,CGG,Cpf1
88,54,0,1440,CGG_Cpf1,CGG,Cpf1
89,1,0,0,CGG_Cpf1,CGG,Cpf1
89,1,0,20,CGG_Cpf1,CGG,Cpf1
89,1,0,40,CGG_Cpf1,CGG,Cpf1
89,1,0,60,CGG_Cpf1,CGG,Cpf1
89,1,0,80,CGG_Cpf1,CGG,Cpf1
89,1,0,100,CGG_Cpf1,CGG,Cpf1
89,1,0,120,CGG_Cpf1,CGG,Cpf1
89,1,0,140,CGG_Cpf1,CGG,Cpf1
89,1,0,160,CGG_Cpf1,CGG,Cpf1
89,1,0,180,CGG_Cpf1,CGG,Cpf1
89,1,0,200,CGG_Cpf1,CGG,Cpf1
89,1,0,220,CGG_Cpf1,CGG,Cpf1
89,1,0,240,CGG_Cpf1,CGG,Cpf1
89,1,0,260,CGG_Cpf1,CGG,Cpf1
89,1,0,280,CGG_Cpf1,CGG,Cpf1
89,1,0,300,CGG_Cpf1,CGG,Cpf1
89,1,0,320,CGG_Cpf1,CGG,Cpf1
89,1,0,340,CGG_Cpf1,CGG,Cpf1
89,1,0,360,CGG_Cpf1,CGG,Cpf1
89,1,0,380,CGG_Cpf1,CGG,Cpf1
89,1,0,400,CGG_Cpf1,CGG,Cpf1
89,2,0,420,CGG_Cpf1,CGG,Cpf1
89,2,0,440,CGG_Cpf1,CGG,Cpf1
89,2,0,460,CGG_Cpf1,CGG,Cpf1
89,2,0,480,CGG_Cpf1,CGG,Cpf1
89,2,0,500,CGG_Cpf1,CGG,Cpf1
89,2,0,520,CGG_Cpf1,CGG,Cpf1
89,2,0,540,CGG_Cpf1,CGG,Cpf1
89,2,0,560,CGG_Cpf1,CGG,Cpf1
89,2,0,580,CGG_Cpf1,CGG,Cpf1
89,4,0,600,CGG_Cpf1,CGG,Cpf1
89,4,0,620,CGG_Cpf1,CGG,Cpf1
89,4,0,640,CGG_Cpf1,CGG,Cpf1
89,4,0,660,CGG_Cpf1,CGG,Cpf1
89,5,0,680,CGG_Cpf1,CGG,Cpf1
89,7,0,700,CGG_Cpf1,CGG,Cpf1
89,7,0,720,CGG_Cpf1,CGG,Cpf1
89,7,0,740,CGG_Cpf1,CGG,Cpf1
89,7,0,760,CGG_Cpf1,CGG,Cpf1
89,7,0,780,CGG_Cpf1,CGG,Cpf1
89,8,0,800,CGG_Cpf1,CGG,Cpf1
89,9,0,820,CGG_Cpf1,CGG,Cpf1
89,9,0,840,CGG_Cpf1,CGG,Cpf1
89,9,0,860,CGG_Cpf1,CGG,Cpf1
89,11,0,880,CGG_Cpf1,CGG,Cpf1
89,11,0,900,CGG_Cpf1,CGG,Cpf1
89,11,0,920,CGG_Cpf1,CGG,Cpf1
89,11,0,940,CGG_Cpf1,CGG,Cpf1
89,15,0,960,CGG_Cpf1,CGG,Cpf1
89,15,0,980,CGG_Cpf1,CGG,Cpf1
89,18,0,1000,CGG_Cpf1,CGG,Cpf1
89,19,0,1020,CGG_Cpf1,CGG,Cpf1
89,20,0,1040,CGG_Cpf1,CGG,Cpf1
89,20,0,1060,CGG_Cpf1,CGG,Cpf1
89,20,0,1080,CGG_Cpf1,CGG,Cpf1
89,24,0,1100,CGG_Cpf1,CGG,Cpf1
89,26,0,1120,CGG_Cpf1,CGG,Cpf1
89,29,0,1140,CGG_Cpf1,CGG,Cpf1
89,29,0,1160,CGG_Cpf1,CGG,Cpf1
89,33,0,1180,CGG_Cpf1,CGG,Cpf1
89,36,0,1200,CGG_Cpf1,CGG,Cpf1
89,36,0,1220,CGG_Cpf1,CGG,Cpf1
89,41,0,1240,CGG_Cpf1,CGG,Cpf1
89,46,0,1260,CGG_Cpf1,CGG,Cpf1
89,52,0,1280,CGG_Cpf1,CGG,Cpf1
89,52,0,1300,CGG_Cpf1,CGG,Cpf1
89,53,0,1320,CGG_Cpf1,CGG,Cpf1
89,55,0,1340,CGG_Cpf1,CGG,Cpf1
89,58,0,1360,CGG_Cpf1,CGG,Cpf1
89,58,0,1380,CGG_Cpf1,CGG,Cpf1
89,62,0,1400,CGG_Cpf1,CGG,Cpf1
89,76,0,1420,CGG_Cpf1,CGG,Cpf1
89,78,0,1440,CGG_Cpf1,CGG,Cpf1
90,1,0,0,CGG_Cpf1,CGG,Cpf1
90,1,0,20,CGG_Cpf1,CGG,Cpf1
90,1,0,40,CGG_Cpf1,CGG,Cpf1
90,1,0,60,CGG_Cpf1,CGG,Cpf1
90,1,0,80,CGG_Cpf1,CGG,Cpf1
90,1,0,100,CGG_Cpf1,CGG,Cpf1
90,1,0,120,CGG_Cpf1,CGG,Cpf1
90,1,0,140,CGG_Cpf1,CGG,Cpf1
90,1,0,160,CGG_Cpf1,CGG,Cpf1
90,1,0,180,CGG_Cpf1,CGG,Cpf1
90,1,0,200,CGG_Cpf1,CGG,Cpf1
90,1,0,220,CGG_Cpf1,CGG,Cpf1
90,1,0,240,CGG_Cpf1,CGG,Cpf1
90,1,0,260,CGG_Cpf1,CGG,Cpf1
90,1,0,280,CGG_Cpf1,CGG,Cpf1
90,1,0,300,CGG_Cpf1,CGG,Cpf1
90,1,0,320,CGG_Cpf1,CGG,Cpf1
90,1,0,340,CGG_Cpf1,CGG,Cpf1
90,1,0,360,CGG_Cpf1,CGG,Cpf1
90,1,0,380,CGG_Cpf1,CGG,Cpf1
90,1,0,400,CGG_Cpf1,CGG,Cpf1
90,1,0,420,CGG_Cpf1,CGG,Cpf1
90,2,0,440,CGG_Cpf1,CGG,Cpf1
90,2,0,460,CGG_Cpf1,CGG,Cpf1
90,2,0,480,CGG_Cpf1,CGG,Cpf1
90,2,0,500,CGG_Cpf1,CGG,Cpf1
90,2,0,520,CGG_Cpf1,CGG,Cpf1
90,3,0,540,CGG_Cpf1,CGG,Cpf1
90,3,0,560,CGG_Cpf1,CGG,Cpf1
90,3,0,580,CGG_Cpf1,CGG,Cpf1
90,3,0,600,CGG_Cpf1,CGG,Cpf1
90,3,0,620,CGG_Cpf1,CGG,Cpf1
90,3,0,640,CGG_Cpf1,CGG,Cpf1
90,3,0,660,CGG_Cpf1,CGG,Cpf1
90,3,0,680,CGG_Cpf1,CGG,Cpf1
90,3,0,700,CGG_Cpf1,CGG,Cpf1
90,4,0,720,CGG_Cpf1,CGG,Cpf1
90,4,0,740,CGG_Cpf1,CGG,Cpf1
90,5,0,760,CGG_Cpf1,CGG,Cpf1
90,5,0,780,CGG_Cpf1,CGG,Cpf1
90,5,0,800,CGG_Cpf1,CGG,Cpf1
90,5,0,820,CGG_Cpf1,CGG,Cpf1
90,5,0,840,CGG_Cpf1,CGG,Cpf1
90,5,0,860,CGG_Cpf1,CGG,Cpf1
90,5,0,880,CGG_Cpf1,CGG,Cpf1
90,7,0,900,CGG_Cpf1,CGG,Cpf1
90,6,0,920,CGG_Cpf1,CGG,Cpf1
90,6,0,940,CGG_Cpf1,CGG,Cpf1
90,7,0,960,CGG_Cpf1,CGG,Cpf1
90,7,0,980,CGG_Cpf1,CGG,Cpf1
90,7,0,1000,CGG_Cpf1,CGG,Cpf1
90,7,0,1020,CGG_Cpf1,CGG,Cpf1
90,7,0,1040,CGG_Cpf1,CGG,Cpf1
90,7,0,1060,CGG_Cpf1,CGG,Cpf1
90,7,0,1080,CGG_Cpf1,CGG,Cpf1
90,8,0,1100,CGG_Cpf1,CGG,Cpf1
90,8,0,1120,CGG_Cpf1,CGG,Cpf1
90,8,0,1140,CGG_Cpf1,CGG,Cpf1
90,9,0,1160,CGG_Cpf1,CGG,Cpf1
90,9,0,1180,CGG_Cpf1,CGG,Cpf1
90,10,0,1200,CGG_Cpf1,CGG,Cpf1
90,10,0,1220,CGG_Cpf1,CGG,Cpf1
90,10,0,1240,CGG_Cpf1,CGG,Cpf1
90,10,0,1260,CGG_Cpf1,CGG,Cpf1
90,10,0,1280,CGG_Cpf1,CGG,Cpf1
90,10,0,1300,CGG_Cpf1,CGG,Cpf1
90,10,0,1320,CGG_Cpf1,CGG,Cpf1
90,11,0,1340,CGG_Cpf1,CGG,Cpf1
90,11,0,1360,CGG_Cpf1,CGG,Cpf1
90,11,0,1380,CGG_Cpf1,CGG,Cpf1
90,11,0,1400,CGG_Cpf1,CGG,Cpf1
90,11,0,1420,CGG_Cpf1,CGG,Cpf1
90,14,0,1440,CGG_Cpf1,CGG,Cpf1
91,1,0,0,CGG_Cpf1,CGG,Cpf1
91,1,0,20,CGG_Cpf1,CGG,Cpf1
91,1,0,40,CGG_Cpf1,CGG,Cpf1
91,1,0,60,CGG_Cpf1,CGG,Cpf1
91,1,0,80,CGG_Cpf1,CGG,Cpf1
91,1,0,100,CGG_Cpf1,CGG,Cpf1
91,1,0,120,CGG_Cpf1,CGG,Cpf1
91,1,0,140,CGG_Cpf1,CGG,Cpf1
91,1,0,160,CGG_Cpf1,CGG,Cpf1
91,1,0,180,CGG_Cpf1,CGG,Cpf1
91,1,0,200,CGG_Cpf1,CGG,Cpf1
91,1,0,220,CGG_Cpf1,CGG,Cpf1
91,1,0,240,CGG_Cpf1,CGG,Cpf1
91,1,0,260,CGG_Cpf1,CGG,Cpf1
91,1,0,280,CGG_Cpf1,CGG,Cpf1
91,1,0,300,CGG_Cpf1,CGG,Cpf1
91,1,0,320,CGG_Cpf1,CGG,Cpf1
91,1,0,340,CGG_Cpf1,CGG,Cpf1
91,2,0,360,CGG_Cpf1,CGG,Cpf1
91,2,0,380,CGG_Cpf1,CGG,Cpf1
91,2,0,400,CGG_Cpf1,CGG,Cpf1
91,2,0,420,CGG_Cpf1,CGG,Cpf1
91,2,0,440,CGG_Cpf1,CGG,Cpf1
91,2,0,460,CGG_Cpf1,CGG,Cpf1
91,2,0,480,CGG_Cpf1,CGG,Cpf1
91,2,0,500,CGG_Cpf1,CGG,Cpf1
91,2,0,520,CGG_Cpf1,CGG,Cpf1
91,2,0,540,CGG_Cpf1,CGG,Cpf1
91,2,0,560,CGG_Cpf1,CGG,Cpf1
91,2,0,580,CGG_Cpf1,CGG,Cpf1
91,2,0,600,CGG_Cpf1,CGG,Cpf1
91,2,0,620,CGG_Cpf1,CGG,Cpf1
91,2,0,640,CGG_Cpf1,CGG,Cpf1
91,2,0,660,CGG_Cpf1,CGG,Cpf1
91,2,0,680,CGG_Cpf1,CGG,Cpf1
91,2,0,700,CGG_Cpf1,CGG,Cpf1
91,2,0,720,CGG_Cpf1,CGG,Cpf1
91,3,0,740,CGG_Cpf1,CGG,Cpf1
91,3,0,760,CGG_Cpf1,CGG,Cpf1
91,3,0,780,CGG_Cpf1,CGG,Cpf1
91,3,0,800,CGG_Cpf1,CGG,Cpf1
91,3,0,820,CGG_Cpf1,CGG,Cpf1
91,3,0,840,CGG_Cpf1,CGG,Cpf1
91,3,0,860,CGG_Cpf1,CGG,Cpf1
91,3,0,880,CGG_Cpf1,CGG,Cpf1
91,3,0,900,CGG_Cpf1,CGG,Cpf1
91,4,0,920,CGG_Cpf1,CGG,Cpf1
91,4,0,940,CGG_Cpf1,CGG,Cpf1
91,5,0,960,CGG_Cpf1,CGG,Cpf1
91,7,0,980,CGG_Cpf1,CGG,Cpf1
91,8,0,1000,CGG_Cpf1,CGG,Cpf1
91,9,0,1020,CGG_Cpf1,CGG,Cpf1
91,9,0,1040,CGG_Cpf1,CGG,Cpf1
91,10,0,1060,CGG_Cpf1,CGG,Cpf1
91,10,0,1080,CGG_Cpf1,CGG,Cpf1
91,10,0,1100,CGG_Cpf1,CGG,Cpf1
91,13,0,1120,CGG_Cpf1,CGG,Cpf1
91,17,0,1140,CGG_Cpf1,CGG,Cpf1
91,19,0,1160,CGG_Cpf1,CGG,Cpf1
91,19,0,1180,CGG_Cpf1,CGG,Cpf1
91,25,0,1200,CGG_Cpf1,CGG,Cpf1
91,28,0,1220,CGG_Cpf1,CGG,Cpf1
91,35,0,1240,CGG_Cpf1,CGG,Cpf1
91,35,0,1260,CGG_Cpf1,CGG,Cpf1
91,37,0,1280,CGG_Cpf1,CGG,Cpf1
91,44,0,1300,CGG_Cpf1,CGG,Cpf1
91,46,0,1320,CGG_Cpf1,CGG,Cpf1
91,53,0,1340,CGG_Cpf1,CGG,Cpf1
91,57,0,1360,CGG_Cpf1,CGG,Cpf1
91,64,0,1380,CGG_Cpf1,CGG,Cpf1
91,69,0,1400,CGG_Cpf1,CGG,Cpf1
91,69,0,1420,CGG_Cpf1,CGG,Cpf1
91,70,0,1440,CGG_Cpf1,CGG,Cpf1
92,1,0,0,CGG_Cpf1,CGG,Cpf1
92,1,0,20,CGG_Cpf1,CGG,Cpf1
92,1,0,40,CGG_Cpf1,CGG,Cpf1
92,1,0,60,CGG_Cpf1,CGG,Cpf1
92,1,0,80,CGG_Cpf1,CGG,Cpf1
92,1,0,100,CGG_Cpf1,CGG,Cpf1
92,1,0,120,CGG_Cpf1,CGG,Cpf1
92,1,0,140,CGG_Cpf1,CGG,Cpf1
92,1,0,160,CGG_Cpf1,CGG,Cpf1
92,1,0,180,CGG_Cpf1,CGG,Cpf1
92,1,0,200,CGG_Cpf1,CGG,Cpf1
92,1,0,220,CGG_Cpf1,CGG,Cpf1
92,1,0,240,CGG_Cpf1,CGG,Cpf1
92,1,0,260,CGG_Cpf1,CGG,Cpf1
92,1,0,280,CGG_Cpf1,CGG,Cpf1
92,1,0,300,CGG_Cpf1,CGG,Cpf1
92,1,0,320,CGG_Cpf1,CGG,Cpf1
92,1,0,340,CGG_Cpf1,CGG,Cpf1
92,1,0,360,CGG_Cpf1,CGG,Cpf1
92,1,0,380,CGG_Cpf1,CGG,Cpf1
92,1,0,400,CGG_Cpf1,CGG,Cpf1
92,1,0,420,CGG_Cpf1,CGG,Cpf1
92,1,0,440,CGG_Cpf1,CGG,Cpf1
92,1,0,460,CGG_Cpf1,CGG,Cpf1
92,1,0,480,CGG_Cpf1,CGG,Cpf1
92,1,0,500,CGG_Cpf1,CGG,Cpf1
92,1,0,520,CGG_Cpf1,CGG,Cpf1
92,1,0,540,CGG_Cpf1,CGG,Cpf1
92,1,0,560,CGG_Cpf1,CGG,Cpf1
92,1,0,580,CGG_Cpf1,CGG,Cpf1
92,2,0,600,CGG_Cpf1,CGG,Cpf1
92,3,0,620,CGG_Cpf1,CGG,Cpf1
92,3,0,640,CGG_Cpf1,CGG,Cpf1
92,3,0,660,CGG_Cpf1,CGG,Cpf1
92,4,0,680,CGG_Cpf1,CGG,Cpf1
92,4,0,700,CGG_Cpf1,CGG,Cpf1
92,4,0,720,CGG_Cpf1,CGG,Cpf1
92,4,0,740,CGG_Cpf1,CGG,Cpf1
92,5,0,760,CGG_Cpf1,CGG,Cpf1
92,5,0,780,CGG_Cpf1,CGG,Cpf1
92,5,0,800,CGG_Cpf1,CGG,Cpf1
92,5,0,820,CGG_Cpf1,CGG,Cpf1
92,5,0,840,CGG_Cpf1,CGG,Cpf1
92,5,0,860,CGG_Cpf1,CGG,Cpf1
92,6,0,880,CGG_Cpf1,CGG,Cpf1
92,6,0,900,CGG_Cpf1,CGG,Cpf1
92,6,0,920,CGG_Cpf1,CGG,Cpf1
92,7,0,940,CGG_Cpf1,CGG,Cpf1
92,6,0,960,CGG_Cpf1,CGG,Cpf1
92,12,0,980,CGG_Cpf1,CGG,Cpf1
92,14,0,1000,CGG_Cpf1,CGG,Cpf1
92,15,0,1020,CGG_Cpf1,CGG,Cpf1
92,16,0,1040,CGG_Cpf1,CGG,Cpf1
92,21,0,1060,CGG_Cpf1,CGG,Cpf1
92,22,0,1080,CGG_Cpf1,CGG,Cpf1
92,22,0,1100,CGG_Cpf1,CGG,Cpf1
92,22,0,1120,CGG_Cpf1,CGG,Cpf1
92,22,0,1140,CGG_Cpf1,CGG,Cpf1
92,22,0,1160,CGG_Cpf1,CGG,Cpf1
92,23,0,1180,CGG_Cpf1,CGG,Cpf1
92,23,0,1200,CGG_Cpf1,CGG,Cpf1
92,24,0,1220,CGG_Cpf1,CGG,Cpf1
92,25,0,1240,CGG_Cpf1,CGG,Cpf1
92,31,0,1260,CGG_Cpf1,CGG,Cpf1
92,31,0,1280,CGG_Cpf1,CGG,Cpf1
92,35,0,1300,CGG_Cpf1,CGG,Cpf1
92,42,0,1320,CGG_Cpf1,CGG,Cpf1
92,42,0,1340,CGG_Cpf1,CGG,Cpf1
92,44,0,1360,CGG_Cpf1,CGG,Cpf1
92,48,0,1380,CGG_Cpf1,CGG,Cpf1
92,53,0,1400,CGG_Cpf1,CGG,Cpf1
92,55,0,1420,CGG_Cpf1,CGG,Cpf1
92,55,0,1440,CGG_Cpf1,CGG,Cpf1
93,1,0,0,CGG_Cpf1,CGG,Cpf1
93,1,0,20,CGG_Cpf1,CGG,Cpf1
93,1,0,40,CGG_Cpf1,CGG,Cpf1
93,1,0,60,CGG_Cpf1,CGG,Cpf1
93,1,0,80,CGG_Cpf1,CGG,Cpf1
93,1,0,100,CGG_Cpf1,CGG,Cpf1
93,1,0,120,CGG_Cpf1,CGG,Cpf1
93,1,0,140,CGG_Cpf1,CGG,Cpf1
93,1,0,160,CGG_Cpf1,CGG,Cpf1
93,1,0,180,CGG_Cpf1,CGG,Cpf1
93,1,0,200,CGG_Cpf1,CGG,Cpf1
93,1,0,220,CGG_Cpf1,CGG,Cpf1
93,1,0,240,CGG_Cpf1,CGG,Cpf1
93,1,0,260,CGG_Cpf1,CGG,Cpf1
93,2,0,280,CGG_Cpf1,CGG,Cpf1
93,2,0,300,CGG_Cpf1,CGG,Cpf1
93,2,0,320,CGG_Cpf1,CGG,Cpf1
93,2,0,340,CGG_Cpf1,CGG,Cpf1
93,2,0,360,CGG_Cpf1,CGG,Cpf1
93,2,0,380,CGG_Cpf1,CGG,Cpf1
93,2,0,400,CGG_Cpf1,CGG,Cpf1
93,2,0,420,CGG_Cpf1,CGG,Cpf1
93,3,0,440,CGG_Cpf1,CGG,Cpf1
93,3,0,460,CGG_Cpf1,CGG,Cpf1
93,3,0,480,CGG_Cpf1,CGG,Cpf1
93,3,0,500,CGG_Cpf1,CGG,Cpf1
93,3,0,520,CGG_Cpf1,CGG,Cpf1
93,4,0,540,CGG_Cpf1,CGG,Cpf1
93,4,0,560,CGG_Cpf1,CGG,Cpf1
93,4,0,580,CGG_Cpf1,CGG,Cpf1
93,5,0,600,CGG_Cpf1,CGG,Cpf1
93,5,0,620,CGG_Cpf1,CGG,Cpf1
93,7,0,640,CGG_Cpf1,CGG,Cpf1
93,7,0,660,CGG_Cpf1,CGG,Cpf1
93,7,0,680,CGG_Cpf1,CGG,Cpf1
93,8,0,700,CGG_Cpf1,CGG,Cpf1
93,8,0,720,CGG_Cpf1,CGG,Cpf1
93,8,0,740,CGG_Cpf1,CGG,Cpf1
93,8,0,760,CGG_Cpf1,CGG,Cpf1
93,8,0,780,CGG_Cpf1,CGG,Cpf1
93,8,0,800,CGG_Cpf1,CGG,Cpf1
93,8,0,820,CGG_Cpf1,CGG,Cpf1
93,8,0,840,CGG_Cpf1,CGG,Cpf1
93,10,0,860,CGG_Cpf1,CGG,Cpf1
93,10,0,880,CGG_Cpf1,CGG,Cpf1
93,12,0,900,CGG_Cpf1,CGG,Cpf1
93,13,0,920,CGG_Cpf1,CGG,Cpf1
93,12,0,940,CGG_Cpf1,CGG,Cpf1
93,13,0,960,CGG_Cpf1,CGG,Cpf1
93,14,0,980,CGG_Cpf1,CGG,Cpf1
93,14,0,1000,CGG_Cpf1,CGG,Cpf1
93,15,0,1020,CGG_Cpf1,CGG,Cpf1
93,15,0,1040,CGG_Cpf1,CGG,Cpf1
93,17,0,1060,CGG_Cpf1,CGG,Cpf1
93,17,0,1080,CGG_Cpf1,CGG,Cpf1
93,19,0,1100,CGG_Cpf1,CGG,Cpf1
93,19,0,1120,CGG_Cpf1,CGG,Cpf1
93,18,0,1140,CGG_Cpf1,CGG,Cpf1
93,20,0,1160,CGG_Cpf1,CGG,Cpf1
93,20,0,1180,CGG_Cpf1,CGG,Cpf1
93,21,0,1200,CGG_Cpf1,CGG,Cpf1
93,21,0,1220,CGG_Cpf1,CGG,Cpf1
93,21,0,1240,CGG_Cpf1,CGG,Cpf1
93,21,0,1260,CGG_Cpf1,CGG,Cpf1
93,22,0,1280,CGG_Cpf1,CGG,Cpf1
93,22,0,1300,CGG_Cpf1,CGG,Cpf1
93,22,0,1320,CGG_Cpf1,CGG,Cpf1
93,22,0,1340,CGG_Cpf1,CGG,Cpf1
93,22,0,1360,CGG_Cpf1,CGG,Cpf1
93,22,0,1380,CGG_Cpf1,CGG,Cpf1
93,22,0,1400,CGG_Cpf1,CGG,Cpf1
93,23,0,1420,CGG_Cpf1,CGG,Cpf1
93,23,0,1440,CGG_Cpf1,CGG,Cpf1
94,1,0,0,CGG_Cpf1,CGG,Cpf1
94,1,0,20,CGG_Cpf1,CGG,Cpf1
94,1,0,40,CGG_Cpf1,CGG,Cpf1
94,1,0,60,CGG_Cpf1,CGG,Cpf1
94,1,0,80,CGG_Cpf1,CGG,Cpf1
94,1,0,100,CGG_Cpf1,CGG,Cpf1
94,1,0,120,CGG_Cpf1,CGG,Cpf1
94,1,0,140,CGG_Cpf1,CGG,Cpf1
94,1,0,160,CGG_Cpf1,CGG,Cpf1
94,1,0,180,CGG_Cpf1,CGG,Cpf1
94,1,0,200,CGG_Cpf1,CGG,Cpf1
94,1,0,220,CGG_Cpf1,CGG,Cpf1
94,1,0,240,CGG_Cpf1,CGG,Cpf1
94,1,0,260,CGG_Cpf1,CGG,Cpf1
94,1,0,280,CGG_Cpf1,CGG,Cpf1
94,1,0,300,CGG_Cpf1,CGG,Cpf1
94,1,0,320,CGG_Cpf1,CGG,Cpf1
94,1,0,340,CGG_Cpf1,CGG,Cpf1
94,1,0,360,CGG_Cpf1,CGG,Cpf1
94,1,0,380,CGG_Cpf1,CGG,Cpf1
94,1,0,400,CGG_Cpf1,CGG,Cpf1
94,2,0,420,CGG_Cpf1,CGG,Cpf1
94,2,0,440,CGG_Cpf1,CGG,Cpf1
94,2,0,460,CGG_Cpf1,CGG,Cpf1
94,2,0,480,CGG_Cpf1,CGG,Cpf1
94,2,0,500,CGG_Cpf1,CGG,Cpf1
94,2,0,520,CGG_Cpf1,CGG,Cpf1
94,2,0,540,CGG_Cpf1,CGG,Cpf1
94,2,0,560,CGG_Cpf1,CGG,Cpf1
94,2,0,580,CGG_Cpf1,CGG,Cpf1
94,2,0,600,CGG_Cpf1,CGG,Cpf1
94,2,0,620,CGG_Cpf1,CGG,Cpf1
94,2,0,640,CGG_Cpf1,CGG,Cpf1
94,2,0,660,CGG_Cpf1,CGG,Cpf1
94,2,0,680,CGG_Cpf1,CGG,Cpf1
94,3,0,700,CGG_Cpf1,CGG,Cpf1
94,3,0,720,CGG_Cpf1,CGG,Cpf1
94,3,0,740,CGG_Cpf1,CGG,Cpf1
94,3,0,760,CGG_Cpf1,CGG,Cpf1
94,3,0,780,CGG_Cpf1,CGG,Cpf1
94,3,0,800,CGG_Cpf1,CGG,Cpf1
94,4,0,820,CGG_Cpf1,CGG,Cpf1
94,5,0,840,CGG_Cpf1,CGG,Cpf1
94,5,0,860,CGG_Cpf1,CGG,Cpf1
94,5,0,880,CGG_Cpf1,CGG,Cpf1
94,6,0,900,CGG_Cpf1,CGG,Cpf1
94,6,0,920,CGG_Cpf1,CGG,Cpf1
94,9,0,940,CGG_Cpf1,CGG,Cpf1
94,9,0,960,CGG_Cpf1,CGG,Cpf1
94,10,0,980,CGG_Cpf1,CGG,Cpf1
94,12,0,1000,CGG_Cpf1,CGG,Cpf1
94,12,0,1020,CGG_Cpf1,CGG,Cpf1
94,12,0,1040,CGG_Cpf1,CGG,Cpf1
94,12,0,1060,CGG_Cpf1,CGG,Cpf1
94,14,0,1080,CGG_Cpf1,CGG,Cpf1
94,14,0,1100,CGG_Cpf1,CGG,Cpf1
94,17,0,1120,CGG_Cpf1,CGG,Cpf1
94,18,0,1140,CGG_Cpf1,CGG,Cpf1
94,19,0,1160,CGG_Cpf1,CGG,Cpf1
94,21,0,1180,CGG_Cpf1,CGG,Cpf1
94,21,0,1200,CGG_Cpf1,CGG,Cpf1
